Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
1,3,9,4,6,58,0.1,9
2,3,8,21,21,55,0.1,11
3,3,8,34,26,62,0.1,12
4,3,8,46,20,72,0.1,10
5,3,8,45,20,71,0.1,12
6,3,8,32,14,67,0.1,15
7,3,9,24,13,59,0.1,23
8,3,8,19,15,62,0.1,22
9,3,9,19,15,68,0.1,17
10,3,9,19,15,71,0.1,14
11,3,10,19,15,66,0.1,20
12,3,9,21,14,75,0.1,12
13,3,9,20,13,77,0.1,12
14,3,9,19,13,79,0.1,11
15,3,9,22,17,80,0.1,9
16,3,9,26,13,73,0.1,12
17,3,8,24,15,71,0.1,14
18,3,8,22,14,72,0.1,14
19,3,8,18,16,70,0.1,19
20,3,8,20,18,44,0.1,39
21,4,8,19,17,39,0.1,34
22,3,8,15,16,53,0.1,24
23,3,8,14,14,64,0.1,15
24,3,8,12,13,64,0.1,16
1,4,8,10,13,50,0.1,31
2,4,7,10,11,62,0.1,22
3,4,9,8,11,69,0.1,15
4,4,8,10,13,64,0.1,18
5,4,8,12,12,59,0.1,21
6,4,8,12,11,55,0.1,25
7,4,10,14,13,53,0.1,25
8,4,9,14,12,58,0.1,24
9,4,10,16,13,66,0.1,18
10,3,9,22,13,74,0.1,11
11,3,9,20,11,80,0.1,6
12,3,8,18,12,81,0.1,6
13,3,8,12,6,83,0.1,6
14,3,9,6,15,87,0.1,5
15,3,8,17,17,88,0.1,6
16,3,8,30,16,88,0.1,8
17,3,8,22,10,82,0.1,8
18,3,8,16,10,65,0.1,20
19,3,10,15,11,55,0.1,25
20,3,9,14,13,48,0.1,27
21,3,7,11,11,59,0.1,17
22,3,8,11,11,62,0.1,13
23,3,8,9,8,66,0.1,10
24,3,7,10,10,66,0.1,9
1,3,8,9,10,68,0.1,8
2,3,9,10,11,64,0.1,11
3,3,7,10,11,67,0.1,10
4,3,8,10,9,69,0.1,9
5,3,8,10,13,62,0.1,15
6,3,8,11,13,64,0.1,14
7,3,8,12,12,61,0.1,17
8,3,9,12,12,60,0.1,19
9,3,9,14,12,67,0.1,14
10,3,11,16,12,66,0.1,16
11,4,11,18,12,69,0.1,14
12,4,10,17,13,72,0.1,11
13,4,9,16,11,75,0.1,6
14,3,8,14,8,81,0.1,7
15,3,9,16,13,85,0.1,7
16,3,8,16,9,79,0.1,8
17,3,8,15,10,72,0.1,8
18,3,9,14,9,59,0.1,17
19,3,8,13,11,56,0.1,26
20,4,8,13,13,43,0.1,32
21,3,8,13,12,52,0.1,24
22,3,8,10,11,60,0.1,15
23,3,8,10,12,53,0.1,22
24,3,8,10,12,59,0.1,14
1,3,8,11,12,64,0.1,11
2,3,8,16,11,70,0.1,6
3,3,8,10,9,56,0.1,19
4,4,7,6,8,59,0.1,17
5,4,8,7,11,54,0.1,22
6,5,8,6,8,45,0.1,30
7,4,9,7,10,55,0.1,23
8,3,13,7,8,34,0.1,38
9,3,11,16,18,58,0.1,19
10,3,9,16,9,68,0.1,12
11,4,12,25,19,67,0.1,16
12,4,10,25,12,75,0.1,10
13,3,8,19,12,78,0.1,7
14,3,9,18,11,77,0.1,7
15,3,9,17,11,74,0.1,9
16,3,9,18,12,73,0.1,10
17,3,8,15,13,70,0.1,11
18,3,9,13,11,62,0.1,17
19,3,8,10,10,60,0.1,17
20,3,9,9,11,59,0.1,16
21,3,7,7,8,67,0.1,9
22,3,8,8,11,67,0.1,8
23,3,10,6,8,66,0.1,8
24,3,8,7,12,69,0.1,6
1,3,7,9,9,71,0.1,5
2,3,9,10,10,71,0.1,5
3,3,8,9,9,71,0.1,4
4,3,7,7,7,66,0.1,5
5,3,9,4,10,43,0.1,10
6,3,8,14,25,43,0.1,16
7,3,8,19,19,61,0.1,13
8,3,8,19,12,62,0.1,13
9,3,9,18,12,65,0.1,10
10,3,9,19,14,66,0.1,8
11,3,11,26,14,62,0.1,14
12,4,11,22,10,60,0.1,15
13,5,11,18,13,64,0.1,13
14,4,10,16,11,63,0.1,13
15,4,10,18,13,60,0.1,15
16,4,10,21,13,62,0.1,12
17,3,10,17,12,57,0.1,14
18,3,8,13,11,61,0.1,10
19,3,8,12,13,58,0.1,11
20,3,8,12,12,58,0.1,12
21,3,8,10,11,61,0.1,9
22,3,8,10,13,62,0.1,8
23,3,8,9,8,63,0.1,6
24,3,8,5,9,63,0.1,5
1,3,9,7,11,64,0.1,5
2,3,7,12,15,63,0.1,6
3,3,8,12,10,59,0.1,10
4,3,8,10,10,60,0.1,9
5,3,8,11,11,54,0.1,15
6,3,8,10,10,61,0.1,10
7,3,9,14,11,62,0.1,9
8,3,8,14,12,62,0.1,9
9,3,10,16,13,55,0.1,16
10,4,11,18,12,53,0.1,17
11,5,12,18,11,53,0.1,17
12,4,10,17,13,60,0.1,12
13,4,10,18,11,64,0.1,10
14,4,9,17,11,65,0.1,8
15,3,9,17,11,66,0.1,8
16,3,10,18,12,62,0.1,12
17,3,9,17,13,63,0.1,10
18,3,8,15,11,57,0.1,15
19,3,8,14,12,61,0.1,11
20,3,8,16,9,44,0.1,26
21,3,8,9,12,54,0.1,17
22,3,9,14,17,41,0.1,28
23,3,9,16,12,32,0.1,35
24,4,9,14,12,42,0.1,29
1,3,9,29,11,55,0.1,13
2,3,8,14,11,58,0.1,11
3,3,7,8,11,54,0.1,14
4,3,8,6,11,58,0.1,11
5,3,8,8,12,57,0.1,15
6,3,9,10,12,59,0.1,12
7,3,8,11,12,56,0.1,15
8,3,10,11,11,54,0.1,19
9,3,8,11,11,63,0.1,12
10,3,9,14,11,67,0.1,8
11,3,10,14,10,66,0.1,6
12,3,8,14,10,69,0.1,5
13,3,8,17,9,69,0.1,6
14,3,10,15,9,68,0.1,8
15,3,8,13,6,66,0.1,5
16,3,9,11,9,71,0.1,6
17,3,10,14,7,69,0.1,9
18,3,8,12,8,58,0.1,15
19,3,8,10,8,69,0.1,9
20,3,7,11,8,69,0.1,6
21,3,8,9,8,57,0.1,9
22,3,8,7,6,56,0.1,9
23,3,8,5,6,57,0.1,9
24,3,8,4,6,57,0.1,10
1,3,8,4,6,58,0.1,9
2,3,8,5,6,55,0.1,12
3,3,9,8,6,64,0.1,5
4,3,8,6,6,63,0.1,5
5,3,8,7,6,61,0.1,6
6,3,8,8,6,56,0.1,12
7,3,8,11,6,50,0.1,19
8,3,9,6,6,60,0.1,11
9,3,9,11,7,66,0.1,6
10,3,9,N,9,69,0.1,5
11,3,9,N,10,66,0.1,8
12,3,8,N,4,70,0.1,6
13,3,9,18,6,72,0.1,5
14,3,8,55,15,73,0.1,4
15,3,11,70,13,74,0.1,4
16,3,7,47,11,72,0.1,6
17,3,9,21,9,70,0.1,9
18,3,9,11,8,68,0.1,11
19,3,8,11,8,67,0.1,11
20,3,8,11,6,68,0.1,9
21,3,7,10,6,71,0.1,7
22,3,8,9,6,67,0.1,10
23,3,9,8,6,68,0.1,8
24,3,8,6,5,68,0.1,8
1,3,7,6,4,67,0.1,7
2,3,8,5,5,68,0.1,6
3,3,8,6,5,68,0.1,6
4,3,8,10,5,68,0.1,7
5,3,8,11,5,68,0.1,7
6,3,8,8,6,69,0.1,7
7,3,9,19,6,64,0.1,12
8,3,8,13,6,64,0.1,13
9,3,9,17,6,66,0.1,13
10,3,9,18,5,71,0.1,8
11,3,9,26,6,71,0.1,8
12,3,10,29,6,70,0.1,9
13,3,9,46,6,72,0.1,7
14,3,9,69,6,71,0.1,8
15,3,9,68,7,68,0.1,10
16,3,10,35,6,65,0.1,11
17,3,9,19,6,66,0.1,11
18,3,10,13,6,61,0.1,14
19,3,7,18,6,54,0.1,20
20,3,8,13,6,61,0.1,13
21,3,8,12,5,69,0.1,5
22,3,8,18,5,69,0.1,5
23,3,8,24,6,69,0.1,4
24,3,8,18,5,68,0.1,5
1,3,8,21,4,69,0.1,4
2,3,8,22,4,70,0.1,4
3,3,8,36,5,70,0.1,4
4,3,8,38,5,69,0.1,4
5,3,8,32,5,68,0.1,4
6,3,9,18,6,59,0.1,12
7,3,9,18,7,61,0.1,12
8,3,9,30,6,65,0.1,9
9,3,8,84,6,68,0.1,6
10,3,9,261,12,67,0.1,6
11,3,20,136,9,65,0.1,6
12,N,53,45,6,65,0.2,6
13,3,24,52,4,66,0.1,6
14,3,7,106,6,66,0.1,6
15,3,6,86,8,67,0.1,6
16,3,6,38,6,68,0.1,6
17,3,8,30,5,66,0.1,6
18,3,8,19,5,65,0.1,6
19,3,8,11,6,66,0.1,5
20,3,8,10,6,65,0.1,6
21,3,8,11,5,65,0.1,5
22,3,7,14,6,65,0.1,5
23,3,8,15,4,62,0.1,4
24,3,8,12,4,64,0.1,4
1,3,8,14,4,60,0.1,4
2,3,8,22,4,57,0.1,4
3,3,8,17,4,55,0.1,4
4,3,8,14,4,53,0.1,6
5,3,8,18,4,55,0.1,5
6,3,8,9,5,53,0.1,6
7,3,8,10,5,51,0.1,8
8,3,9,18,6,47,0.1,13
9,3,10,14,6,51,0.1,10
10,3,11,24,6,50,0.1,11
11,3,10,42,8,54,0.1,8
12,3,9,54,7,58,0.1,7
13,3,9,82,6,61,0.1,5
14,3,9,66,7,63,0.1,6
15,3,9,69,8,63,0.1,7
16,3,9,55,8,63,0.1,8
17,3,8,54,7,64,0.1,6
18,3,8,32,6,64,0.1,6
19,3,8,30,7,63,0.1,6
20,3,8,11,6,63,0.1,7
21,3,8,6,7,60,0.1,9
22,3,8,8,6,59,0.1,9
23,3,8,9,5,58,0.1,9
24,3,8,14,4,63,0.1,5
1,3,8,11,4,67,0.1,4
2,3,8,7,4,67,0.1,4
3,3,8,6,4,68,0.1,3
4,3,8,7,6,68,0.1,4
5,3,8,10,6,67,0.1,4
6,3,8,18,6,63,0.1,5
7,3,8,17,8,59,0.1,6
8,3,8,17,8,56,0.1,6
9,3,8,21,6,54,0.1,6
10,3,9,30,6,53,0.1,6
11,3,9,53,9,54,0.1,6
12,3,10,44,6,51,0.1,9
13,3,10,66,6,51,0.1,8
14,3,10,47,5,48,0.1,8
15,3,11,44,6,46,0.1,9
16,3,11,61,6,45,0.1,10
17,3,10,38,8,43,0.1,11
18,3,9,14,9,43,0.1,13
19,3,8,12,7,36,0.1,18
20,3,8,7,6,40,0.1,13
21,3,8,4,6,48,0.1,7
22,3,8,4,6,49,0.1,6
23,3,8,8,6,47,0.1,8
24,3,8,6,4,47,0.1,6
1,3,8,4,5,49,0.1,5
2,3,8,4,6,54,0.1,4
3,3,8,6,6,53,0.1,5
4,3,8,4,6,56,0.1,4
5,3,8,5,7,60,0.1,4
6,3,8,4,8,61,0.1,4
7,3,8,14,6,63,0.1,4
8,3,8,81,11,64,0.1,4
9,3,8,77,12,61,0.1,4
10,3,8,109,18,59,0.1,4
11,3,8,73,23,56,0.1,4
12,3,8,73,16,51,0.1,4
13,3,9,53,9,50,0.1,4
14,3,8,25,5,50,0.1,4
15,3,9,38,6,48,0.1,4
16,3,8,161,8,49,0.1,4
17,3,8,30,5,51,0.1,4
18,3,8,18,7,52,0.1,4
19,3,8,20,7,52,0.1,5
20,3,8,35,9,56,0.1,14
21,3,8,94,13,67,0.1,7
22,3,8,97,11,73,0.1,4
23,3,8,146,12,75,0.1,4
24,3,8,91,11,75,0.1,4
1,3,8,65,11,77,0.1,4
2,3,8,41,10,81,0.1,5
3,3,8,34,11,83,0.1,3
4,3,8,54,10,82,0.1,4
5,3,8,70,11,82,0.1,4
6,3,8,114,12,80,0.1,5
7,3,8,188,13,79,0.1,7
8,3,9,169,15,80,0.1,7
9,3,9,257,15,79,0.1,6
10,3,8,386,22,80,0.1,5
11,3,9,399,21,78,0.1,5
12,4,9,326,16,79,0.1,5
13,3,9,374,21,78,0.1,5
14,3,8,399,25,77,0.1,5
15,4,9,347,14,75,0.1,7
16,3,8,143,11,77,0.1,6
17,3,8,70,10,78,0.1,6
18,3,8,42,9,76,0.1,6
19,3,8,23,10,73,0.1,10
20,3,8,16,9,75,0.1,7
21,3,8,15,8,75,0.1,8
22,3,8,22,7,76,0.1,6
23,3,8,15,6,75,0.1,6
24,3,8,18,6,77,0.1,5
1,3,8,14,7,81,0.1,4
2,3,8,25,8,80,0.1,6
3,3,8,35,9,83,0.1,7
4,3,8,10,7,91,0.1,6
5,3,8,62,8,88,0.1,7
6,3,8,96,10,81,0.1,7
7,3,8,98,10,77,0.1,9
8,3,9,85,10,76,0.1,10
9,3,9,65,10,76,0.1,8
10,3,9,52,12,81,0.1,7
11,3,9,64,12,82,0.1,8
12,3,8,62,8,83,0.1,6
13,3,9,50,10,82,0.1,8
14,3,8,36,9,83,0.1,5
15,3,9,37,10,82,0.1,7
16,3,9,39,11,82,0.1,8
17,3,9,24,11,82,0.1,8
18,3,9,24,10,78,0.1,10
19,3,8,31,11,78,0.1,11
20,3,8,14,8,84,0.1,8
21,3,8,19,10,84,0.1,6
22,3,8,20,8,82,0.1,8
23,3,8,17,7,82,0.1,9
24,3,8,22,8,84,0.1,5
1,3,8,28,7,82,0.1,8
2,3,8,46,8,83,0.1,7
3,3,8,24,7,86,0.1,4
4,3,8,18,8,85,0.1,5
5,3,8,33,8,84,0.1,8
6,3,8,32,8,78,0.1,14
7,3,8,28,9,79,0.1,13
8,3,9,22,8,80,0.1,12
9,3,9,26,8,81,0.1,10
10,3,9,52,7,86,0.1,7
11,3,9,41,8,84,0.1,9
12,3,9,34,8,85,0.1,7
13,3,9,24,7,85,0.1,7
14,3,9,30,8,84,0.1,8
15,3,9,43,8,83,0.1,9
16,3,9,30,8,82,0.1,9
17,3,9,22,7,81,0.1,8
18,3,9,18,8,79,0.1,11
19,3,8,15,8,81,0.1,7
20,3,8,14,8,79,0.1,8
21,3,8,21,8,77,0.1,9
22,3,8,12,6,77,0.1,10
23,3,8,7,6,82,0.1,5
24,3,8,16,6,80,0.1,6
1,3,8,22,6,82,0.1,5
2,3,8,12,5,77,0.1,4
3,3,8,10,5,74,0.1,5
4,3,8,11,6,68,0.1,6
5,3,8,12,6,66,0.1,7
6,3,8,14,8,46,0.1,19
7,3,14,30,11,11,0.1,57
8,3,18,30,11,19,0.1,53
9,3,11,35,8,65,0.1,20
10,3,9,32,7,77,0.1,7
11,3,9,25,8,73,0.1,7
12,3,9,12,4,73,0.1,7
13,3,9,18,5,74,0.1,9
14,3,9,6,4,75,0.1,9
15,3,8,4,5,78,0.1,7
16,3,8,9,6,77,0.1,6
17,3,8,6,6,77,0.1,6
18,3,8,14,10,77,0.1,6
19,3,8,9,7,78,0.1,6
20,3,8,4,7,79,0.1,5
21,3,8,13,8,77,0.1,5
22,3,8,13,5,79,0.1,4
23,3,8,10,6,77,0.1,4
24,3,8,7,6,74,0.1,4
1,3,8,10,6,77,0.1,4
2,3,8,8,4,71,0.1,5
3,3,8,4,5,73,0.1,5
4,3,8,6,4,77,0.1,4
5,3,8,4,5,80,0.1,5
6,3,8,5,6,79,0.1,6
7,3,8,15,8,75,0.1,13
8,3,8,N,5,79,0.1,9
9,3,9,N,6,82,0.1,6
10,3,8,N,11,82,0.1,6
11,3,9,4,4,82,0.1,6
12,3,9,N,6,81,0.1,6
13,3,9,6,7,78,0.1,8
14,3,9,4,4,77,0.1,9
15,3,9,4,6,79,0.1,8
16,3,9,4,6,80,0.1,7
17,3,9,7,6,66,0.1,18
18,3,8,5,4,77,0.1,8
19,3,8,4,6,79,0.1,7
20,3,8,6,8,77,0.1,8
21,3,8,4,5,81,0.1,6
22,3,8,6,7,81,0.1,5
23,3,8,10,6,79,0.1,6
24,3,8,10,7,82,0.1,5
1,3,8,6,6,85,0.1,4
2,3,8,11,8,83,0.1,4
3,3,8,12,7,83,0.1,4
4,3,8,10,6,85,0.1,4
5,3,8,11,8,85,0.1,5
6,3,8,14,7,80,0.1,8
7,3,8,13,9,83,0.1,7
8,3,8,14,9,83,0.1,6
9,3,9,13,8,78,0.1,8
10,3,9,17,9,81,0.1,7
11,3,8,13,6,80,0.1,5
12,3,8,10,6,80,0.1,6
13,3,9,14,8,78,0.1,8
14,3,9,10,6,81,0.1,6
15,3,8,7,6,79,0.1,6
16,3,8,6,8,83,0.1,6
17,3,8,7,7,87,0.1,6
18,3,8,8,7,85,0.1,7
19,3,8,10,8,79,0.1,9
20,3,8,10,8,80,0.1,9
21,3,8,7,8,76,0.1,9
22,3,8,8,8,77,0.1,7
23,3,8,8,6,75,0.1,7
24,3,8,9,8,68,0.1,9
1,3,8,6,8,67,0.1,9
2,3,8,6,6,65,0.1,8
3,3,8,6,6,53,0.1,9
4,3,8,6,6,52,0.1,8
5,3,8,8,6,43,0.1,13
6,3,8,6,7,54,0.1,10
7,3,8,6,8,52,0.1,14
8,3,9,6,8,48,0.1,17
9,3,10,14,8,67,0.1,14
10,3,9,11,8,81,0.1,7
11,3,9,12,8,84,0.1,7
12,3,9,14,8,89,0.1,7
13,3,9,17,7,89,0.1,7
14,3,9,18,8,90,0.1,6
15,3,9,16,8,90,0.1,6
16,3,8,14,8,91,0.1,5
17,3,9,14,9,95,0.1,6
18,3,8,15,9,91,0.1,6
19,3,8,16,10,90,0.1,7
20,3,8,14,9,83,0.1,7
21,3,8,15,10,67,0.1,16
22,3,8,15,9,57,0.1,17
23,3,8,12,8,62,0.1,12
24,3,8,8,8,55,0.1,12
1,3,8,7,8,57,0.1,9
2,3,8,8,7,54,0.1,11
3,3,8,10,8,52,0.1,12
4,3,8,6,7,67,0.1,6
5,3,8,5,8,65,0.1,8
6,3,8,6,8,61,0.1,11
7,3,11,12,12,24,0.1,43
8,3,15,18,11,34,0.1,40
9,3,10,14,9,69,0.1,14
10,3,10,14,10,80,0.1,13
11,3,11,38,13,79,0.1,15
12,3,10,42,10,87,0.1,10
13,3,9,28,9,87,0.1,10
14,3,9,26,8,85,0.1,8
15,3,8,25,8,83,0.1,7
16,3,8,20,9,78,0.1,9
17,3,9,16,8,73,0.1,12
18,3,9,11,9,67,0.1,15
19,3,8,10,8,54,0.1,23
20,3,8,10,8,54,0.1,19
21,3,8,12,7,56,0.1,17
22,3,8,13,6,58,0.1,11
23,3,8,9,6,57,0.1,11
24,3,8,10,6,54,0.1,13
1,3,8,14,6,59,0.1,12
2,3,8,11,7,71,0.1,8
3,3,8,14,10,80,0.1,6
4,3,8,26,11,79,0.1,8
5,3,8,16,10,80,0.1,7
6,3,8,14,10,81,0.1,9
7,3,8,14,11,79,0.1,15
8,3,9,17,11,83,0.1,14
9,3,9,21,10,86,0.1,12
10,3,10,31,11,86,0.1,13
11,3,9,28,9,91,0.1,9
12,3,9,33,8,92,0.1,6
13,3,9,39,6,90,0.1,7
14,3,9,24,6,87,0.1,9
15,3,9,23,7,87,0.1,9
16,3,9,23,6,87,0.1,7
17,3,9,23,8,85,0.1,10
18,3,8,25,8,82,0.1,9
19,3,8,13,7,80,0.1,10
20,3,8,9,8,79,0.1,12
21,3,8,10,8,82,0.1,10
22,3,8,10,9,81,0.1,11
23,3,8,11,8,82,0.1,11
24,3,8,12,8,81,0.1,11
1,3,8,15,8,80,0.1,11
2,3,8,18,8,87,0.1,6
3,3,8,15,8,89,0.1,6
4,3,8,8,6,86,0.1,5
5,3,8,14,8,87,0.1,7
6,3,8,14,8,85,0.1,9
7,3,8,16,9,81,0.1,13
8,3,9,17,8,77,0.1,17
9,3,9,15,7,81,0.1,15
10,N,11,20,10,82,0.1,17
11,3,N,35,8,88,0.1,N
12,3,2,34,7,89,0.1,7
13,3,2,46,8,88,0.1,10
14,3,2,65,7,88,0.1,11
15,3,2,62,10,88,0.1,11
16,3,2,46,11,87,0.1,12
17,3,2,50,14,83,0.1,16
18,3,2,54,16,78,0.1,21
19,3,2,50,21,87,0.1,11
20,3,2,53,23,86,0.1,12
21,3,2,44,15,78,0.1,18
22,3,2,29,15,81,0.1,14
23,3,2,24,11,86,0.1,11
24,3,2,23,13,90,0.1,6
1,3,2,29,11,88,0.1,7
2,3,2,32,11,84,0.1,8
3,3,2,40,11,83,0.1,8
4,3,2,34,10,83,0.1,7
5,3,2,38,13,81,0.1,10
6,3,2,42,13,77,0.1,13
7,3,2,50,15,75,0.1,16
8,3,2,34,15,74,0.1,17
9,3,2,32,13,84,0.1,10
10,3,2,33,12,86,0.1,7
11,3,2,30,11,87,0.1,6
12,3,2,26,10,84,0.1,8
13,3,2,25,9,82,0.1,6
14,3,2,32,9,78,0.1,7
15,3,2,27,8,73,0.1,8
16,3,2,22,7,69,0.1,9
17,3,2,17,6,68,0.1,9
18,3,2,18,8,60,0.1,16
19,3,2,13,8,63,0.1,13
20,3,2,12,6,69,0.1,10
21,3,2,11,7,68,0.1,10
22,3,2,10,6,68,0.1,12
23,3,2,9,6,67,0.1,15
24,3,2,11,6,74,0.1,10
1,3,2,7,6,79,0.1,7
2,3,2,16,5,82,0.1,4
3,3,2,10,6,82,0.1,4
4,3,2,10,6,82,0.1,5
5,3,2,12,6,82,0.1,5
6,3,2,11,6,80,0.1,7
7,3,2,11,7,76,0.1,11
8,3,2,13,8,77,0.1,8
9,3,2,13,6,78,0.1,9
10,3,2,16,5,82,0.1,6
11,3,2,18,6,80,0.1,9
12,3,2,29,8,80,0.1,10
13,3,2,41,6,85,0.1,7
14,3,2,26,6,84,0.1,6
15,3,2,26,6,82,0.1,6
16,3,2,23,6,82,0.1,6
17,3,2,15,7,82,0.1,7
18,3,2,10,7,78,0.1,9
19,3,2,10,6,79,0.1,8
20,3,2,14,8,80,0.1,6
21,3,2,11,6,78,0.1,6
22,3,2,6,5,78,0.1,6
23,3,2,4,4,82,0.1,5
24,3,2,6,6,80,0.1,5
1,3,2,14,6,77,0.1,5
2,3,2,9,6,71,0.1,6
3,3,2,10,6,63,0.1,6
4,3,2,7,5,68,0.1,6
5,3,2,6,6,73,0.1,5
6,3,2,6,6,72,0.1,6
7,3,2,18,7,74,0.1,8
8,3,2,16,6,79,0.1,6
9,3,2,12,8,77,0.1,7
10,3,2,14,7,78,0.1,6
11,3,2,18,8,79,0.1,5
12,3,2,26,7,78,0.1,5
13,3,2,25,8,77,0.1,5
14,3,2,21,6,78,0.1,5
15,3,2,43,7,78,0.1,5
16,3,2,54,7,78,0.1,5
17,3,2,26,7,78,0.1,5
18,3,2,16,6,76,0.1,6
19,3,2,12,6,74,0.1,6
20,3,2,14,7,76,0.1,5
21,3,2,13,8,75,0.1,5
22,3,2,10,6,76,0.1,4
23,3,2,12,6,75,0.1,4
24,3,2,9,6,74,0.1,4
1,3,2,9,6,72,0.1,6
2,3,2,7,6,71,0.1,6
3,3,2,9,6,68,0.1,8
4,3,2,8,6,65,0.1,8
5,3,2,10,6,60,0.1,10
6,3,2,10,6,68,0.1,8
7,3,2,9,5,70,0.1,7
8,3,2,9,7,72,0.1,5
9,3,2,11,6,73,0.1,5
10,3,2,9,7,75,0.1,4
11,3,2,10,6,73,0.1,4
12,3,2,15,6,75,0.1,4
13,3,2,12,6,79,0.1,5
14,3,2,17,5,70,0.1,5
15,3,2,12,5,69,0.1,4
16,3,2,11,6,67,0.1,4
17,3,2,9,6,66,0.1,4
18,3,2,10,7,65,0.1,5
19,3,2,10,6,61,0.1,6
20,3,2,10,8,60,0.1,6
21,3,2,14,6,62,0.1,9
22,3,2,18,6,66,0.1,7
23,3,2,10,7,61,0.1,12
24,3,2,6,7,67,0.1,8
1,3,2,6,7,69,0.1,8
2,3,2,4,6,74,0.1,5
3,3,2,5,6,81,0.1,7
4,3,2,5,8,88,0.1,4
5,3,2,7,8,87,0.1,4
6,3,2,6,7,82,0.1,7
7,3,2,14,7,74,0.1,13
8,3,2,10,7,77,0.1,11
9,3,2,14,11,71,0.1,12
10,3,2,4,N,73,0.1,14
11,3,2,6,6,75,0.1,10
12,3,3,11,6,76,0.1,10
13,3,2,24,7,77,0.1,9
14,3,2,22,6,74,0.1,9
15,3,2,26,6,78,0.1,6
16,3,2,15,6,78,0.1,7
17,3,2,14,8,76,0.1,9
18,3,2,11,6,77,0.1,10
19,3,2,13,8,74,0.1,12
20,3,2,10,8,78,0.1,8
21,3,2,11,7,74,0.1,13
22,3,2,7,6,78,0.1,9
23,3,2,11,6,80,0.1,10
24,3,2,14,9,86,0.1,8
1,3,2,10,7,88,0.1,8
2,3,2,8,6,89,0.1,7
3,3,2,14,8,90,0.1,7
4,3,2,18,8,91,0.1,6
5,3,2,16,9,92,0.1,5
6,3,2,17,11,87,0.1,8
7,3,2,20,9,78,0.1,14
8,3,2,20,9,81,0.1,15
9,3,2,26,13,82,0.1,14
10,3,2,24,11,80,0.1,11
11,3,2,18,8,89,0.1,5
12,3,2,18,8,92,0.1,7
13,3,2,19,8,92,0.1,7
14,3,2,20,9,88,0.1,11
15,3,2,22,11,90,0.1,9
16,3,2,25,12,90,0.1,11
17,3,2,29,15,79,0.1,22
18,3,2,35,15,79,0.1,19
19,3,2,32,14,73,0.1,24
20,3,2,30,15,76,0.1,21
21,3,2,24,12,79,0.1,16
22,3,2,11,12,63,0.1,21
23,3,2,30,14,56,0.1,37
24,3,2,23,8,79,0.1,9
1,3,2,18,10,80,0.1,6
2,3,2,50,19,74,0.1,4
3,3,2,82,25,74,0.1,6
4,3,2,91,25,75,0.1,7
5,3,2,91,25,80,0.1,6
6,3,2,93,25,75,0.1,9
7,3,2,102,29,59,0.1,24
8,3,2,113,31,50,0.1,31
9,3,2,113,27,66,0.1,20
10,3,2,95,25,74,0.1,11
11,3,2,88,23,81,0.1,6
12,3,2,81,20,80,0.1,5
13,3,2,74,19,82,0.1,5
14,3,2,83,24,79,0.1,5
15,3,2,94,22,82,0.1,4
16,3,2,102,28,77,0.1,6
17,3,2,103,25,75,0.1,8
18,3,2,90,25,66,0.1,16
19,3,2,75,20,63,0.1,30
20,3,2,82,28,55,0.1,33
21,3,2,94,33,33,0.1,42
22,3,2,98,27,47,0.1,44
23,3,2,62,15,59,0.1,29
24,3,2,54,13,68,0.1,15
1,3,2,58,15,70,0.1,10
2,3,2,86,15,62,0.1,14
3,3,2,90,23,60,0.1,12
4,3,2,74,20,63,0.1,21
5,3,2,102,15,82,0.1,12
6,3,2,60,14,87,0.1,10
7,3,2,42,12,72,0.1,27
8,3,3,51,14,65,0.1,35
9,3,4,44,13,73,0.1,27
10,3,2,50,13,84,0.1,13
11,3,2,42,11,88,0.1,7
12,3,2,38,11,90,0.1,7
13,3,2,32,10,88,0.1,6
14,3,2,18,8,89,0.1,8
15,3,2,30,13,89,0.1,9
16,3,2,38,12,88,0.1,7
17,3,2,36,13,80,0.1,10
18,3,2,27,11,72,0.1,13
19,3,2,19,11,63,0.1,18
20,3,2,18,10,51,0.1,26
21,3,2,17,10,54,0.1,23
22,3,2,15,10,62,0.1,17
23,3,2,14,8,68,0.1,11
24,3,2,18,8,73,0.1,9
1,3,2,21,8,76,0.1,5
2,3,2,18,7,76,0.1,4
3,3,2,15,6,76,0.1,5
4,3,2,15,7,74,0.1,5
5,3,2,18,8,72,0.1,7
6,3,2,18,8,72,0.1,9
7,3,2,20,10,65,0.1,16
8,3,2,23,11,64,0.1,15
9,3,2,22,9,64,0.1,13
10,3,2,17,8,69,0.1,9
11,3,2,22,8,N,0.1,4
12,3,2,22,6,77,0.1,4
13,3,2,23,6,73,0.1,4
14,3,2,23,7,74,0.1,4
15,3,2,25,8,75,0.1,4
16,3,2,25,7,74,0.1,6
17,3,2,18,9,74,0.1,7
18,3,2,14,8,72,0.1,12
19,3,2,13,8,65,0.1,15
20,3,2,11,8,70,0.1,9
21,3,2,9,8,72,0.1,7
22,3,2,13,9,74,0.1,8
23,3,2,12,8,77,0.1,7
24,3,2,11,8,82,0.1,5
1,3,2,10,6,82,0.1,5
2,3,2,7,8,82,0.1,4
3,3,2,9,6,82,0.1,4
4,3,2,9,6,83,0.1,4
5,3,2,5,6,83,0.1,4
6,3,2,11,10,80,0.1,6
7,3,2,12,8,79,0.1,8
