Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
14,3,1,12,7,79,0.1,8
15,3,1,18,11,74,0.1,6
16,3,1,24,10,69,0.1,7
17,3,1,22,11,70,0.1,6
18,3,1,20,11,66,0.1,10
19,3,1,18,11,68,0.1,10
20,3,1,18,11,62,0.1,12
21,3,1,16,12,61,0.1,11
22,3,1,14,10,67,0.1,6
23,3,1,14,11,65,0.1,6
24,3,1,22,11,59,0.1,10
1,3,1,7,8,61,0.1,7
2,3,1,14,8,63,0.1,6
3,3,1,11,7,60,0.1,6
4,3,1,19,9,60,0.1,5
5,3,1,18,9,58,0.1,6
6,3,1,15,10,52,0.1,9
7,3,1,21,11,47,0.1,13
8,3,1,20,10,48,0.1,17
9,3,1,24,10,57,0.1,13
10,3,2,53,11,60,0.1,11
11,3,1,73,17,67,0.1,7
12,3,1,328,17,70,0.1,6
13,3,1,155,10,72,0.1,5
14,3,2,66,8,69,0.1,8
15,3,2,62,11,70,0.1,7
16,3,1,78,10,68,0.1,8
17,3,2,52,10,64,0.1,9
18,3,1,39,10,68,0.1,7
19,3,1,37,12,73,0.1,6
20,3,1,33,9,66,0.1,8
21,3,1,27,13,63,0.1,7
22,3,1,27,8,65,0.1,5
23,3,1,22,10,64,0.1,5
24,3,1,24,8,64,0.1,6
1,3,1,29,9,66,0.1,5
2,3,1,22,8,66,0.1,4
3,3,1,18,8,64,0.1,5
4,3,1,19,8,64,0.1,4
5,3,1,20,11,60,0.1,5
6,3,1,22,10,56,0.1,7
7,3,1,30,13,57,0.1,10
8,3,1,38,15,34,0.1,28
9,3,8,33,15,22,0.1,39
10,3,2,48,11,57,0.1,13
11,3,2,44,15,65,0.1,9
12,3,2,45,13,68,0.1,9
13,3,3,37,13,67,0.1,13
14,3,3,37,18,70,0.1,11
15,3,1,47,15,74,0.1,7
16,3,2,52,18,69,0.1,11
17,3,3,38,19,66,0.1,14
18,3,1,42,18,69,0.1,10
19,3,1,41,17,74,0.1,10
20,3,1,39,14,75,0.1,7
21,3,1,36,15,66,0.1,9
22,3,1,35,18,68,0.1,8
23,3,1,32,16,71,0.1,6
24,3,1,29,17,71,0.1,6
1,3,1,36,16,71,0.1,6
2,3,1,35,16,69,0.1,6
3,3,1,35,17,75,0.1,5
4,3,1,30,16,72,0.1,4
5,3,1,29,14,66,0.1,5
6,3,1,31,15,51,0.1,11
7,3,1,30,17,36,0.1,25
8,3,7,40,18,11,0.1,49
9,3,11,48,19,14,0.1,45
10,3,6,63,18,43,0.1,26
11,3,1,66,32,61,0.1,9
12,3,1,66,18,75,0.1,6
13,3,1,61,24,80,0.1,6
14,3,1,51,20,76,0.1,8
15,3,2,37,22,74,0.1,7
16,3,1,39,20,70,0.1,9
17,3,1,39,22,68,0.1,7
18,3,1,35,22,62,0.1,9
19,3,1,37,20,56,0.1,13
20,3,1,30,17,53,0.1,15
21,3,1,31,19,49,0.1,16
22,3,1,34,20,37,0.1,26
23,3,1,29,21,37,0.1,22
24,3,1,28,17,22,0.1,37
1,3,1,36,18,43,0.1,17
2,3,1,26,16,38,0.1,17
3,3,1,34,15,40,0.1,13
4,3,1,29,14,48,0.1,11
5,3,1,28,15,51,0.1,8
6,3,1,22,15,51,0.1,8
7,3,1,27,14,55,0.1,10
8,3,3,26,19,24,0.1,32
9,3,4,38,18,31,0.1,29
10,3,2,42,17,50,0.1,17
11,3,2,46,16,65,0.1,14
12,3,1,34,13,75,0.1,6
13,3,1,39,15,75,0.1,6
14,3,1,36,11,76,0.1,4
15,3,1,41,16,77,0.1,4
16,3,1,42,13,78,0.1,3
17,3,1,47,18,74,0.1,4
18,3,1,37,13,67,0.1,9
19,3,1,27,8,69,0.1,7
20,3,1,26,12,69,0.1,6
21,3,1,26,12,61,0.1,11
22,3,1,20,13,62,0.1,10
23,3,1,18,11,63,0.1,7
24,3,1,10,9,62,0.1,6
1,3,1,14,11,56,0.1,9
2,3,1,28,12,55,0.1,11
3,3,1,24,11,61,0.1,6
4,3,1,20,11,60,0.1,5
5,3,1,14,10,61,0.1,5
6,3,1,13,10,62,0.1,4
7,3,1,14,11,58,0.1,6
8,3,1,19,10,58,0.1,7
9,3,1,21,10,58,0.1,8
10,3,1,17,10,58,0.1,8
11,3,1,28,11,64,0.1,6
12,3,1,30,13,64,0.1,8
13,3,1,33,11,66,0.1,4
14,3,1,34,11,66,0.1,4
15,3,1,27,11,68,0.1,4
16,3,1,32,11,66,0.1,4
17,3,1,34,13,66,0.1,4
18,3,1,29,12,63,0.1,4
19,3,1,25,11,57,0.1,7
20,3,1,21,12,49,0.1,14
21,3,1,23,13,47,0.1,18
22,3,1,20,13,58,0.1,9
23,3,1,22,13,49,0.1,14
24,3,1,23,12,47,0.1,16
1,3,1,17,9,57,0.1,8
2,3,1,8,11,58,0.1,5
3,3,1,18,10,50,0.1,13
4,3,1,19,12,44,0.1,18
5,3,1,14,8,49,0.1,13
6,3,1,15,14,48,0.1,12
7,3,1,16,32,49,0.1,11
8,3,1,14,5,46,0.1,15
9,3,1,11,8,57,0.1,7
10,3,1,16,9,58,0.1,7
11,3,1,20,11,60,0.1,5
12,3,1,26,9,59,0.1,5
13,3,1,22,9,61,0.1,3
14,3,1,21,27,62,0.1,3
15,3,1,23,30,63,0.1,3
16,3,1,27,13,64,0.1,3
17,3,1,23,10,64,0.1,3
18,3,1,23,7,60,0.1,4
19,3,1,22,17,58,0.1,5
20,3,1,27,25,54,0.1,6
21,3,1,18,38,47,0.1,11
22,3,1,18,7,51,0.1,8
23,3,1,25,66,52,0.1,10
24,3,1,22,15,58,0.1,5
1,3,1,19,12,57,0.1,7
2,3,1,22,10,61,0.1,3
3,3,1,14,6,62,0.1,4
4,3,1,12,6,61,0.1,6
5,3,1,14,8,61,0.1,5
6,3,1,12,10,55,0.1,9
7,3,1,21,13,53,0.1,8
8,3,1,16,11,55,0.1,10
9,3,2,20,12,52,0.1,12
10,3,2,23,10,52,0.1,13
11,3,1,26,11,61,0.1,4
12,3,1,29,11,61,0.1,3
13,3,1,38,11,60,0.1,3
14,3,1,36,10,60,0.1,3
15,3,1,34,11,60,0.1,3
16,3,1,34,12,59,0.1,3
17,3,1,36,12,59,0.1,3
18,3,1,38,11,57,0.1,4
19,3,1,34,12,57,0.1,5
20,3,1,29,11,52,0.1,9
21,3,1,22,11,46,0.1,20
22,3,1,22,9,58,0.1,9
23,3,1,15,8,62,0.1,5
24,3,1,13,7,65,0.1,4
1,3,1,13,8,70,0.1,3
2,3,1,13,6,70,0.1,3
3,3,1,11,6,70,0.1,3
4,3,1,6,7,75,0.1,3
5,3,1,6,8,73,0.1,5
6,3,1,8,8,67,0.1,10
7,3,1,12,9,65,0.1,10
8,3,1,15,8,56,0.1,16
9,3,1,17,N,53,0.1,18
10,3,3,18,N,53,0.1,17
11,3,1,24,6,61,0.1,7
12,3,2,26,6,60,0.1,7
13,3,1,29,4,62,0.1,4
14,3,1,22,4,64,0.1,3
15,3,1,23,4,65,0.1,3
16,3,1,28,6,65,0.1,4
17,3,1,23,6,66,0.1,5
18,3,1,23,7,62,0.1,5
19,3,1,18,6,58,0.1,7
20,3,1,16,6,57,0.1,7
21,3,1,12,8,58,0.1,11
22,3,1,10,8,49,0.1,15
23,3,1,8,8,55,0.1,11
24,3,1,9,6,56,0.1,8
1,3,1,6,6,60,0.1,5
2,3,1,5,6,61,0.1,4
3,3,1,5,6,60,0.1,4
4,3,1,4,5,59,0.1,4
5,3,1,4,5,59,0.1,4
6,3,1,4,6,54,0.1,5
7,3,1,5,5,51,0.1,7
8,3,1,11,6,46,0.1,13
9,3,1,6,6,43,0.1,13
10,3,1,9,6,51,0.1,9
11,3,1,9,6,54,0.1,6
12,3,2,10,5,52,0.1,8
13,3,1,11,5,55,0.1,6
14,3,1,15,5,57,0.1,4
15,3,1,9,4,58,0.1,3
16,3,1,5,6,67,0.1,4
17,3,1,6,6,68,0.1,4
18,3,1,7,5,61,0.1,5
19,3,1,10,6,55,0.1,9
20,3,1,8,8,62,0.1,6
21,3,1,10,10,63,0.1,6
22,3,1,11,7,60,0.1,6
23,3,1,4,8,38,0.1,16
24,3,1,6,14,24,0.1,25
1,3,1,6,11,20,0.1,27
2,3,1,8,8,35,0.1,14
3,3,1,6,8,40,0.1,9
4,3,1,4,6,38,0.1,10
5,3,1,4,5,33,0.1,10
6,3,2,4,6,21,0.1,17
7,3,5,4,8,12,0.1,30
8,3,29,7,11,3,0.1,42
9,4,39,23,13,10,0.1,41
10,3,8,24,13,28,0.1,23
11,3,6,43,16,42,0.1,17
12,3,2,25,14,57,0.1,5
13,3,1,14,9,56,0.1,5
14,3,2,15,7,59,0.1,6
15,3,2,10,6,71,0.1,6
16,3,1,18,6,57,0.1,4
17,3,1,11,7,62,0.1,5
18,3,1,8,8,85,0.1,6
19,3,1,17,8,81,0.1,6
20,3,1,16,8,77,0.1,5
21,3,1,17,8,79,0.1,5
22,3,1,18,9,79,0.1,5
23,3,1,19,8,74,0.1,6
24,3,1,18,7,73,0.1,4
1,3,1,17,7,75,0.1,4
2,3,1,17,6,80,0.1,3
3,3,1,21,7,75,0.1,3
4,3,1,16,6,71,0.1,3
5,3,1,7,8,38,0.1,10
6,3,1,4,8,39,0.1,12
7,3,2,5,8,23,0.1,22
8,3,5,12,8,15,0.1,38
9,3,10,14,11,19,0.1,38
10,3,6,20,9,40,0.1,25
11,3,2,21,9,65,0.1,10
12,3,3,16,7,70,0.1,11
13,3,2,19,8,76,0.1,9
14,3,2,18,7,81,0.1,8
15,3,1,15,6,84,0.1,10
16,3,1,14,5,86,0.1,6
17,3,1,17,6,76,0.1,6
18,3,1,12,6,76,0.1,7
19,3,1,8,6,79,0.1,6
20,3,1,13,6,75,0.1,9
21,3,1,14,7,76,0.1,7
22,3,1,14,6,74,0.1,6
23,3,1,10,7,61,0.1,12
24,3,1,10,8,53,0.1,13
1,3,4,7,9,20,0.1,31
2,3,2,11,8,20,0.1,31
3,3,1,10,6,38,0.1,14
4,3,1,6,5,42,0.1,11
5,3,1,4,6,49,0.1,8
6,3,1,4,6,45,0.1,9
7,3,1,6,7,42,0.1,13
8,3,2,10,7,36,0.1,20
9,3,1,11,8,38,0.1,20
10,3,1,17,5,58,0.1,10
11,3,1,25,6,67,0.1,6
12,3,1,20,6,71,0.1,6
13,3,1,14,5,74,0.1,4
14,3,1,10,4,71,0.1,4
15,3,1,8,4,69,0.1,5
16,3,1,10,6,69,0.1,5
17,3,1,8,6,67,0.1,4
18,3,1,10,8,67,0.1,4
19,3,1,13,6,68,0.1,4
20,3,1,13,8,67,0.1,5
21,3,1,10,8,65,0.1,5
22,3,1,9,8,61,0.1,7
23,3,1,6,8,59,0.1,9
24,3,1,5,8,56,0.1,9
1,3,2,10,9,18,0.1,30
2,3,2,18,9,15,0.1,32
3,3,1,13,9,24,0.1,19
4,3,1,12,6,25,0.1,16
5,3,1,13,6,28,0.1,15
6,3,1,12,7,26,0.1,16
7,3,2,14,8,27,0.1,17
8,3,1,14,8,28,0.1,21
9,3,2,15,6,27,0.1,21
10,3,2,22,6,57,0.1,10
11,3,1,15,8,67,0.1,4
12,3,1,12,10,69,0.1,4
13,3,1,11,8,67,0.1,4
14,3,1,11,6,64,0.1,5
15,3,1,10,6,64,0.1,5
16,3,1,7,8,71,0.1,4
17,3,1,7,7,68,0.1,5
18,3,1,9,8,69,0.1,4
19,3,1,8,6,68,0.1,5
20,3,1,8,6,62,0.1,7
21,3,1,10,7,65,0.1,6
22,3,1,9,7,60,0.1,7
23,3,1,10,9,54,0.1,11
24,3,1,7,19,57,0.1,9
1,3,1,17,6,52,0.1,10
2,3,1,10,24,50,0.1,8
3,3,1,4,8,48,0.1,7
4,3,1,7,7,47,0.1,10
5,3,1,11,6,45,0.1,10
6,3,1,5,9,51,0.1,6
7,3,1,4,10,46,0.1,11
8,3,1,14,11,43,0.1,15
9,3,2,40,8,48,0.1,19
10,3,3,11,8,35,0.1,25
11,3,5,30,23,43,0.1,17
12,3,7,34,15,44,0.1,13
13,3,1,39,7,54,0.1,6
14,3,1,45,6,65,0.1,6
15,3,1,31,6,63,0.1,4
16,3,8,40,6,61,0.1,15
17,3,4,34,7,60,0.1,13
18,3,1,28,6,67,0.1,4
19,3,1,26,7,68,0.1,5
20,3,1,25,7,62,0.1,15
21,4,1,20,11,24,0.1,52
22,7,1,14,12,22,0.1,54
23,7,1,12,11,32,0.1,42
24,5,1,20,10,49,0.1,25
1,4,1,14,7,53,0.1,17
2,3,1,17,7,48,0.1,17
3,3,1,13,8,52,0.1,11
4,3,1,13,7,53,0.1,5
5,3,1,16,8,52,0.1,5
6,3,1,19,8,45,0.1,8
7,3,1,21,8,35,0.1,15
8,3,3,33,11,19,0.1,32
9,3,2,46,11,35,0.1,18
10,3,8,55,18,29,0.1,24
11,4,12,83,18,30,0.1,30
12,4,6,86,15,45,0.1,17
13,5,6,60,12,55,0.1,14
14,4,2,32,8,65,0.1,8
15,3,1,23,8,72,0.1,5
16,3,2,26,8,75,0.1,8
17,3,2,32,8,74,0.1,11
18,3,1,25,10,76,0.1,5
19,3,1,58,8,70,0.1,10
20,3,1,43,10,58,0.1,14
21,3,1,22,15,16,0.1,62
22,3,1,31,16,16,0.1,62
23,3,7,22,15,20,0.1,50
24,11,18,5,13,6,0.1,68
1,10,5,11,11,8,0.1,57
2,5,1,15,11,23,0.1,27
3,4,4,32,13,25,0.1,34
4,8,14,15,13,7,0.1,56
5,6,1,5,13,22,0.1,35
6,3,1,14,20,31,0.1,16
7,3,3,34,12,19,0.1,37
8,8,9,22,13,6,0.1,63
9,8,3,28,15,37,0.1,42
10,5,3,31,15,59,0.1,21
11,5,3,38,16,63,0.1,19
12,4,4,53,13,62,0.1,16
13,4,1,30,15,80,0.1,8
14,3,1,34,11,80,0.1,5
15,3,1,30,11,87,0.1,4
16,3,1,28,11,77,0.1,5
17,3,2,45,13,67,0.1,11
18,4,3,35,13,59,0.1,18
19,3,3,55,36,45,0.1,22
20,3,1,33,18,41,0.1,26
21,3,1,21,9,56,0.1,18
22,3,1,14,34,60,0.1,15
23,3,1,12,11,65,0.1,11
24,3,1,14,27,75,0.1,6
1,3,1,20,15,84,0.1,4
2,3,1,22,6,81,0.1,4
3,3,1,23,10,69,0.1,4
4,3,1,26,11,63,0.1,5
5,3,1,42,11,54,0.1,8
6,3,1,37,10,31,0.1,24
7,3,1,23,11,20,0.1,33
8,3,2,26,13,16,0.1,33
9,3,9,38,11,10,0.1,45
10,3,11,34,15,23,0.1,31
11,3,6,52,9,39,0.1,16
12,3,5,46,10,45,0.1,15
13,3,3,42,13,51,0.1,10
14,3,2,37,13,53,0.1,7
15,3,2,28,11,50,0.1,8
16,3,2,22,13,53,0.1,8
17,3,1,24,13,54,0.1,6
18,3,2,33,13,47,0.1,10
19,3,3,35,33,34,0.1,18
20,3,1,31,15,30,0.1,20
21,3,1,28,12,20,0.1,31
22,3,2,26,36,9,0.1,41
23,3,4,23,18,7,0.1,42
24,3,1,30,10,19,0.1,29
1,3,3,20,8,14,0.1,32
2,3,8,12,11,8,0.1,40
3,3,1,10,8,27,0.1,17
4,3,3,13,10,18,0.1,29
5,3,1,14,8,30,0.1,13
6,3,1,6,11,24,0.1,15
7,3,1,25,10,21,0.1,21
8,3,2,23,11,15,0.1,30
9,3,6,30,11,13,0.1,34
10,3,4,33,11,35,0.1,18
11,3,3,26,10,46,0.1,11
12,3,2,22,32,51,0.1,8
13,3,6,20,6,51,0.1,13
14,3,1,13,9,58,0.1,6
15,3,3,13,6,52,0.1,8
16,3,1,15,6,58,0.1,5
17,3,2,20,8,56,0.1,8
18,3,3,17,7,48,0.1,12
19,3,1,15,8,53,0.1,5
20,3,1,14,8,53,0.1,7
21,3,1,11,11,44,0.1,11
22,3,1,12,10,41,0.1,11
23,3,1,12,9,19,0.1,29
24,3,20,13,15,3,0.2,41
1,3,2,24,28,29,0.1,24
2,3,1,18,13,29,0.1,20
3,3,1,12,11,10,0.1,30
4,3,1,14,6,14,0.1,23
5,3,1,18,9,15,0.1,21
6,3,2,18,11,6,0.1,27
7,3,5,18,14,6,0.1,27
8,3,14,23,14,4,0.1,31
9,3,14,38,13,11,0.1,32
10,3,4,38,12,34,0.1,18
11,3,2,21,12,46,0.1,7
12,3,2,18,14,52,0.1,7
13,3,1,19,8,60,0.1,6
14,3,1,23,13,68,0.1,6
15,3,1,21,10,72,0.1,6
16,3,1,18,9,64,0.1,6
17,3,1,14,8,63,0.1,5
18,3,1,15,10,59,0.1,5
19,3,1,17,10,59,0.1,5
20,3,1,18,10,57,0.1,5
21,3,1,15,11,51,0.1,7
22,3,1,7,8,29,0.1,23
23,3,1,16,37,16,0.1,35
24,3,1,18,20,14,0.1,39
1,3,1,22,24,15,0.1,44
2,3,1,18,24,26,0.1,23
3,3,1,10,7,17,0.1,23
4,3,2,13,11,12,0.1,23
5,3,1,14,28,14,0.1,21
6,3,2,17,14,11,0.1,22
7,3,1,26,13,24,0.1,20
8,3,1,29,15,23,0.1,25
9,3,1,26,11,25,0.1,23
10,3,2,19,9,50,0.1,10
11,3,1,12,8,57,0.1,8
12,3,1,14,19,59,0.1,5
13,3,1,8,16,63,0.1,5
14,3,1,9,4,65,0.1,4
15,3,1,9,4,72,0.1,3
16,3,1,22,4,73,0.1,3
17,3,1,14,5,74,0.1,3
18,3,1,14,8,68,0.1,8
19,3,1,17,6,65,0.1,9
20,3,1,4,6,63,0.1,10
21,3,1,6,6,65,0.1,7
22,3,1,14,7,57,0.1,14
23,3,1,16,6,56,0.1,11
24,3,1,14,6,51,0.1,12
1,3,1,6,6,50,0.1,14
2,3,1,22,6,48,0.1,18
3,3,1,14,4,73,0.1,4
4,3,1,8,4,71,0.1,4
5,3,1,4,5,77,0.1,3
6,3,1,9,8,78,0.1,3
7,3,1,10,6,77,0.1,5
8,3,1,14,6,74,0.1,7
9,3,1,23,6,71,0.1,9
10,3,1,16,6,72,0.1,8
11,3,1,11,6,75,0.1,6
12,3,1,18,8,76,0.1,4
13,3,1,26,6,75,0.1,4
14,3,1,14,23,75,0.1,4
15,3,1,18,21,73,0.1,4
16,3,1,16,11,73,0.1,3
17,3,1,11,6,73,0.1,4
18,3,1,20,14,72,0.1,4
19,3,1,16,14,71,0.1,4
20,3,1,14,9,69,0.1,6
21,3,1,11,7,68,0.1,7
22,3,1,20,31,69,0.1,4
23,3,1,15,8,72,0.1,3
24,3,1,25,4,69,0.1,3
1,3,1,19,6,66,0.1,4
2,3,1,4,4,63,0.1,4
3,3,1,4,4,65,0.1,4
4,3,1,6,5,63,0.1,4
5,3,1,11,5,56,0.1,7
6,3,1,6,5,59,0.1,7
7,3,1,10,6,53,0.1,12
8,3,1,16,8,48,0.1,21
9,3,2,22,8,43,0.1,27
10,3,2,34,8,54,0.1,20
11,3,1,N,11,74,0.1,7
12,3,1,N,5,77,0.1,5
13,3,1,N,6,77,0.1,6
14,3,1,N,7,77,0.1,6
15,3,1,14,6,77,0.1,5
16,3,1,17,8,76,0.1,5
17,3,1,16,6,75,0.1,5
18,3,1,14,7,73,0.1,6
19,3,1,12,6,70,0.1,8
20,3,1,14,7,71,0.1,7
21,3,1,14,7,74,0.1,7
22,3,1,18,8,79,0.1,5
23,3,1,17,8,79,0.1,4
24,3,1,15,7,77,0.1,4
1,3,1,15,6,73,0.1,4
2,3,1,14,6,82,0.1,3
3,3,1,19,9,80,0.1,3
4,3,1,20,6,83,0.1,3
5,3,1,14,5,78,0.1,3
6,3,1,18,6,81,0.1,3
7,3,1,12,6,75,0.1,5
8,3,1,14,6,78,0.1,6
9,3,1,14,7,62,0.1,18
10,3,2,14,8,65,0.1,14
11,3,1,13,6,73,0.1,7
12,3,1,11,5,75,0.1,7
13,3,1,14,8,80,0.1,6
14,3,1,10,6,77,0.1,11
15,3,1,10,6,81,0.1,8
16,3,2,14,5,82,0.1,5
17,3,1,11,6,80,0.1,6
18,3,1,12,7,82,0.1,8
19,3,1,10,4,81,0.1,9
20,3,1,11,5,80,0.1,9
21,3,1,14,6,77,0.1,9
22,3,1,14,6,76,0.1,8
23,3,1,15,21,70,0.3,12
24,3,1,36,11,66,0.1,12
1,3,1,21,6,56,0.1,19
2,3,1,18,6,60,0.1,11
3,3,1,11,4,72,0.1,6
4,3,1,14,6,78,0.1,3
5,3,1,14,6,78,0.1,3
6,3,1,12,6,77,0.1,3
7,3,1,12,6,74,0.1,4
8,3,1,14,8,70,0.1,6
9,3,1,18,10,58,0.1,14
10,3,1,17,9,66,0.1,9
11,3,1,18,9,68,0.1,6
12,3,2,17,9,68,0.1,7
13,3,1,17,8,71,0.1,6
14,3,2,19,8,67,0.1,8
15,3,2,14,7,68,0.1,8
16,3,2,14,8,67,0.1,5
17,3,3,16,8,66,0.1,7
18,3,1,15,9,68,0.1,4
19,3,1,18,9,65,0.1,5
20,3,1,17,10,62,0.1,8
21,3,1,14,9,55,0.1,9
22,3,3,14,11,18,0.1,29
23,3,1,13,10,24,0.1,21
24,3,1,10,7,35,0.1,15
1,3,1,6,7,41,0.1,10
2,3,1,14,8,36,0.1,11
3,3,1,15,6,43,0.1,12
4,3,1,9,7,52,0.1,7
5,3,1,9,8,52,0.1,6
6,3,1,15,14,47,0.1,6
7,3,1,22,18,40,0.1,11
8,3,1,31,23,35,0.1,15
9,3,2,39,25,24,0.1,23
10,3,4,42,24,27,0.1,21
11,3,2,45,27,46,0.1,7
12,3,1,48,26,50,0.1,6
13,3,1,45,23,52,0.1,5
14,3,1,41,18,49,0.1,6
15,3,2,40,17,49,0.1,6
16,3,1,42,18,51,0.1,5
17,3,1,42,24,51,0.1,5
18,3,1,43,16,51,0.1,6
19,3,1,39,15,51,0.1,6
20,3,1,38,23,48,0.1,9
21,3,1,38,24,40,0.1,17
22,3,1,42,24,48,0.1,10
23,3,1,39,22,41,0.1,13
24,3,1,42,24,19,0.1,30
1,3,1,42,23,16,0.1,32
2,3,1,38,18,18,0.1,26
3,3,1,30,18,25,0.1,18
4,3,1,28,18,24,0.1,17
5,3,1,27,17,32,0.1,13
6,3,1,28,19,31,0.1,14
7,3,1,27,15,32,0.1,13
8,3,1,22,15,37,0.1,11
9,3,1,27,24,41,0.1,11
10,3,2,31,23,42,0.1,10
11,3,5,36,19,30,0.1,22
12,3,2,32,17,41,0.1,12
13,3,4,35,18,39,0.1,14
14,3,8,40,17,39,0.1,19
15,3,4,36,15,50,0.1,13
16,3,3,30,18,54,0.1,12
17,3,2,34,13,55,0.1,8
18,3,1,34,18,52,0.1,8
19,3,1,34,18,53,0.1,9
20,3,1,32,16,48,0.1,9
21,3,1,30,16,46,0.1,12
22,3,1,30,15,43,0.1,17
23,3,1,22,14,44,0.1,18
24,3,1,22,13,47,0.1,13
1,3,1,25,13,47,0.1,13
2,3,1,27,17,47,0.1,8
3,3,1,28,18,46,0.1,6
4,3,1,29,16,46,0.1,6
5,3,1,31,18,34,0.1,9
6,3,1,32,16,21,0.1,14
7,3,1,31,17,27,0.1,15
8,3,1,34,18,31,0.1,15
9,3,5,38,19,24,0.1,19
10,3,5,38,18,37,0.1,16
11,3,4,40,18,49,0.1,13
12,3,2,36,18,56,0.1,10
13,3,2,39,21,58,0.1,8
14,3,2,42,17,54,0.1,10
15,3,2,40,19,55,0.1,8
16,3,2,38,20,51,0.1,9
17,3,2,37,20,44,0.1,11
18,3,1,36,17,38,0.1,15
19,3,1,38,18,27,0.1,25
20,3,1,38,18,23,0.1,29
21,3,1,38,19,23,0.1,27
22,3,1,40,18,24,0.1,20
23,3,1,38,18,27,0.1,16
24,3,1,37,16,25,0.1,17
1,3,1,37,17,21,0.1,17
2,3,1,36,17,18,0.1,17
3,3,1,34,17,25,0.1,12
4,3,1,30,16,28,0.1,12
5,3,1,34,20,20,0.1,13
6,3,1,34,18,16,0.1,17
7,3,3,34,20,13,0.1,23
8,3,16,39,17,6,0.1,30
9,3,13,46,18,11,0.1,26
10,3,11,46,18,22,0.1,22
11,3,10,44,18,31,0.1,21
12,3,5,46,15,43,0.1,14
13,3,3,42,13,49,0.1,9
14,3,2,38,13,48,0.1,8
15,3,3,36,15,50,0.1,8
16,3,1,36,18,49,0.1,8
17,3,1,31,15,50,0.1,7
18,3,1,24,14,46,0.1,9
19,3,1,21,13,43,0.1,11
20,3,1,20,13,38,0.1,17
21,3,1,22,15,32,0.1,25
22,3,1,23,15,26,0.1,28
23,3,1,22,15,25,0.1,25
24,3,2,20,14,20,0.1,23
1,3,1,18,12,40,0.1,10
2,3,1,17,11,51,0.1,5
3,3,1,17,8,46,0.1,9
4,3,1,14,8,41,0.1,13
5,3,1,13,10,45,0.1,10
6,3,1,16,10,41,0.1,15
7,3,1,16,9,41,0.1,15
8,3,1,17,11,44,0.1,12
9,3,2,20,10,48,0.1,10
10,3,1,21,12,54,0.1,7
11,3,1,25,9,55,0.1,6
12,3,1,27,11,57,0.1,5
13,3,1,29,15,56,0.1,6
14,3,2,32,16,56,0.1,8
15,3,1,34,14,63,0.1,5
16,3,1,34,17,58,0.1,5
17,3,1,34,20,59,0.1,7
18,3,1,39,21,51,0.1,13
19,3,1,38,18,51,0.1,9
20,3,1,30,16,50,0.1,8
21,3,1,27,15,49,0.1,10
22,3,1,25,13,44,0.1,13
23,3,1,24,12,38,0.1,17
24,3,1,23,13,40,0.1,13
1,3,1,22,13,44,0.1,13
2,3,1,24,13,42,0.1,14
3,3,1,26,15,36,0.1,22
4,3,1,28,15,38,0.1,19
5,3,1,26,13,31,0.1,14
6,3,1,26,12,32,0.1,19
7,3,8,30,12,16,0.1,37
8,3,10,38,15,26,0.1,33
9,3,8,44,14,40,0.1,23
10,3,6,39,14,47,0.1,19
11,3,2,41,13,59,0.1,9
12,N,5,N,N,64,0.1,13
13,3,1,50,19,68,0.1,7
14,3,2,44,18,64,0.1,7
15,3,2,51,19,59,0.1,8
16,3,1,56,18,58,0.1,8
17,3,1,47,20,63,0.1,10
18,3,1,43,19,46,0.1,19
19,3,1,42,20,35,0.1,26
20,3,1,43,20,33,0.1,30
21,3,1,42,20,39,0.1,25
22,3,1,36,16,43,0.1,20
23,3,1,27,13,52,0.1,10
24,3,1,22,10,50,0.1,8
1,3,1,18,8,51,0.1,7
2,3,1,16,10,53,0.1,6
3,3,1,14,8,53,0.1,6
4,3,1,14,7,47,0.1,11
5,3,1,13,7,43,0.1,13
6,3,1,14,11,33,0.1,19
7,3,9,29,11,10,0.1,46
8,3,4,25,8,34,0.1,22
9,3,4,22,7,44,0.1,18
10,3,1,26,8,58,0.1,6
11,3,4,28,7,53,0.1,13
12,3,3,23,8,60,0.1,10
13,3,2,24,10,66,0.1,9
14,3,1,22,8,68,0.1,7
15,3,1,20,8,60,0.1,5
16,3,1,17,11,57,0.1,7
17,3,1,13,8,56,0.1,8
18,3,1,17,6,49,0.1,10
19,3,1,15,8,41,0.1,16
20,3,1,14,11,41,0.1,14
21,3,1,14,7,43,0.1,13
22,3,1,11,9,43,0.1,12
23,3,1,11,8,53,0.1,7
24,3,1,10,6,54,0.1,7
1,3,1,7,5,59,0.1,7
2,3,1,6,5,67,0.1,4
3,3,1,7,4,66,0.1,4
4,3,1,7,5,64,0.1,4
5,3,1,6,6,58,0.1,6
6,3,1,5,6,58,0.1,8
7,3,1,6,6,57,0.1,11
8,3,1,11,6,62,0.1,11
9,3,1,10,6,65,0.1,9
10,3,1,10,6,74,0.1,7
11,3,1,9,5,76,0.1,6
12,3,1,10,6,74,0.1,6
13,3,1,8,5,69,0.1,5
14,3,1,6,4,70,0.1,5
15,3,1,6,4,72,0.1,5
16,3,1,11,6,72,0.1,5
17,3,1,10,7,72,0.1,5
18,3,1,11,8,71,0.1,7
19,3,2,14,12,61,0.1,10
20,3,1,18,12,59,0.1,9
